Holdings details

Total Stock Market ETF (VTI)


Equity,as of 09/30/2025

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SUB-INDUSTRY,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,BNKGY06,First Advantage Corp,FA,<0.01%,Human Resource & Employment Services,US,---,"$38,086,402.50","2,474,750"
,2714257,QCR Holdings Inc,QCRH,<0.01%,Regional Banks,US,---,"$38,065,754.36","503,249"
,BSL7HC6,Paramount Group Inc,PGRE,<0.01%,Office REITs,US,---,"$37,755,066.84","5,772,946"
,B15CJ33,Kaiser Aluminum Corp,KALU,<0.01%,Aluminum,US,---,"$37,626,148.08","487,638"
,BJQ05Z6,Stoke Therapeutics Inc,STOK,<0.01%,Biotechnology,US,---,"$37,618,706.00","1,600,796"
,BNQ4YF9,ConnectOne Bancorp Inc,CNOB,<0.01%,Regional Banks,US,---,"$37,562,712.15","1,514,015"
,BMDJ3B9,UWM Holdings Corp,UWMC,<0.01%,Commercial & Residential Mortgage Finance,US,---,"$37,493,011.92","6,156,488"
,2904133,TriCo Bancshares,TCBK,<0.01%,Regional Banks,US,---,"$37,462,277.55","843,555"
,BDT56V9,Talos Energy Inc,TALO,<0.01%,Oil & Gas Exploration & Production,US,---,"$37,425,809.33","3,902,587"
,BQS2V17,V2X Inc,VVX,<0.01%,Aerospace & Defense,US,---,"$37,399,619.98","643,822"
,2733092,Upbound Group Inc,UPBD,<0.01%,Other Specialty Retail,US,---,"$37,102,833.54","1,570,158"
,BQV0J03,LENZ Therapeutics Inc,LENZ,<0.01%,Pharmaceuticals,US,---,"$36,978,557.76","793,872"
,BYN5Z59,Live Oak Bancshares Inc,LOB,<0.01%,Regional Banks,US,---,"$36,939,651.72","1,048,826"
,B7M66F1,MRC Global Inc,MRC,<0.01%,Trading Companies & Distributors,US,---,"$36,536,660.58","2,533,749"
,BGJRH35,Clearway Energy Inc,CWEN/A,<0.01%,Renewable Electricity,US,---,"$36,528,525.25","1,356,425"
,B00G0F2,Ultra Clean Holdings Inc,UCTT,<0.01%,Semiconductor Materials & Equipment,US,---,"$36,526,663.00","1,340,428"
,2239244,CTS Corp,CTS,<0.01%,Electronic Manufacturing Services,US,---,"$36,489,663.28","913,612"
,BZ22CY6,Rapid7 Inc,RPD,<0.01%,Systems Software,US,---,"$36,454,687.50","1,944,250"
,2930774,Vicor Corp,VICR,<0.01%,Electrical Components & Equipment,US,---,"$36,307,483.08","730,239"
,BNZLBS3,Bank First Corp,BFC,<0.01%,Regional Banks,US,---,"$36,134,367.08","297,868"
,2510682,Leggett & Platt Inc,LEG,<0.01%,Home Furnishings,US,---,"$35,971,876.56","4,050,887"
,BNQS7K7,Clover Health Investments Corp,CLOV,<0.01%,Managed Health Care,US,---,"$35,962,570.44","11,752,474"
,2763602,Preferred Bank/Los Angeles CA,PFBC,<0.01%,Regional Banks,US,---,"$35,939,244.78","397,602"
,2146816,Brown-Forman Corp,BF/A,<0.01%,Distillers & Vintners,US,---,"$35,822,968.74","1,331,214"
,2145460,Azenta Inc,AZTA,<0.01%,Life Sciences Tools & Services,US,---,"$35,766,394.56","1,245,348"
,BQ721R4,Praxis Precision Medicines Inc,PRAX,<0.01%,Biotechnology,US,---,"$35,688,398.00","673,366"
,2510659,Harmonic Inc,HLIT,<0.01%,Communications Equipment,US,---,"$35,674,018.32","3,504,324"
,2173933,Topgolf Callaway Brands Corp,MODG,<0.01%,Leisure Products,US,---,"$35,664,719.50","3,754,181"
,BP48CK8,Evolv Technologies Holdings Inc,EVLV,<0.01%,Electronic Equipment & Instruments,US,---,"$35,623,059.30","4,718,286"
,B3M3278,Piedmont Realty Trust Inc,PDM,<0.01%,Office REITs,US,---,"$35,570,286.00","3,952,254"
,BDDXF67,Innoviva Inc,INVA,<0.01%,Pharmaceuticals,US,---,"$35,311,049.00","1,934,852"
,BPDH477,NANO Nuclear Energy Inc,NNE,<0.01%,Heavy Electrical Equipment,US,---,"$35,309,199.20","915,695"
,BJH08B2,BioLife Solutions Inc,BLFS,<0.01%,Life Sciences Tools & Services,US,---,"$35,299,590.05","1,383,755"
,2082675,Barrett Business Services Inc,BBSI,<0.01%,Human Resource & Employment Services,US,---,"$35,242,554.88","795,184"
,BS7T2S7,Triumph Financial Inc,TFIN,<0.01%,Regional Banks,US,---,"$35,226,608.76","703,969"
,B3X26D8,Pacira BioSciences Inc,PCRX,<0.01%,Pharmaceuticals,US,---,"$35,224,342.98","1,366,874"
,2125246,Sonic Automotive Inc,SAH,<0.01%,Automotive Retail,US,---,"$35,183,635.55","462,395"
,BNZFTG9,Enact Holdings Inc,ACT,<0.01%,Commercial & Residential Mortgage Finance,US,---,"$35,076,269.16","914,874"
,2908191,UMH Properties Inc,UMH,<0.01%,Single-Family Residential REITs,US,---,"$35,039,956.05","2,359,593"
,BLFDQC4,Asana Inc,ASAN,<0.01%,Application Software,US,---,"$35,009,372.32","2,620,462"
,BKYC3F7,Cimpress PLC,CMPR,<0.01%,Commercial Printing,US,---,"$34,906,445.76","553,719"
,BNDYF15,Vimeo Inc,VMEO,<0.01%,Interactive Media & Services,US,---,"$34,901,846.00","4,503,464"
,2192314,Veris Residential Inc,VRE,<0.01%,Multi-Family Residential REITs,US,---,"$34,884,501.60","2,295,033"
,B23PS12,CVR Energy Inc,CVI,<0.01%,Oil & Gas Refining & Marketing,US,---,"$34,836,393.60","954,945"
,BVDKG05,Nektar Therapeutics,NKTR,<0.01%,Pharmaceuticals,US,---,"$34,682,143.20","609,528"
,BQ80NC6,Tourmaline Bio Inc,TRML,<0.01%,Biotechnology,US,---,"$34,655,035.18","724,546"
,BJN4MY9,Fastly Inc,FSLY,<0.01%,Internet Services & Infrastructure,US,---,"$34,345,196.10","4,016,982"
,BJRFSB7,Immunovant Inc,IMVT,<0.01%,Biotechnology,US,---,"$34,281,388.44","2,126,637"
,BQT3J26,Netskope Inc,NTSK,<0.01%,Systems Software,US,---,"$34,236,630.63","1,506,231"
,B64B9P8,Hudson Pacific Properties Inc,HPP,<0.01%,Office REITs,US,---,"$34,166,696.88","12,379,238"
,2060370,Astec Industries Inc,ASTE,<0.01%,Construction Machinery & Heavy Transportation Equipment,US,---,"$34,149,967.68","709,536"
,2326287,EZCORP Inc,EZPW,<0.01%,Consumer Finance,US,---,"$34,126,439.20","1,792,355"
,BKVKB49,Cadre Holdings Inc,CDRE,<0.01%,Aerospace & Defense,US,---,"$34,117,718.76","934,476"
,BN2W9T6,Apartment Investment and Management Co,AIV,<0.01%,Multi-Family Residential REITs,US,---,"$34,038,446.52","4,292,364"
,BNHTR54,Intuitive Machines Inc,LUNR,<0.01%,Aerospace & Defense,US,---,"$33,984,291.92","3,230,446"
,BDHSLL5,Select Water Solutions Inc,WTTR,<0.01%,Oil & Gas Equipment & Services,US,---,"$33,811,657.56","3,162,924"
,B3SWPT2,Ameresco Inc,AMRC,<0.01%,Construction & Engineering,US,---,"$33,720,431.56","1,004,182"
,BX7RSN3,Collegium Pharmaceutical Inc,COLL,<0.01%,Pharmaceuticals,US,---,"$33,517,935.71","957,929"
,B3V8JL7,PennyMac Mortgage Investment Trust,PMT,<0.01%,Mortgage REITs,US,---,"$33,401,818.30","2,724,455"
,BF321D7,Empire State Realty Trust Inc,ESRT,<0.01%,Office REITs,US,---,"$33,272,404.96","4,343,656"
,2757304,IDT Corp,IDT,<0.01%,Integrated Telecommunication Services,US,---,"$33,165,638.51","634,021"
,BPF0KH6,Ivanhoe Electric Inc / US,IE,<0.01%,Diversified Metals & Mining,US,---,"$33,031,449.40","2,631,988"
,BG3G1B4,LGI Homes Inc,LGIH,<0.01%,Homebuilding,US,---,"$32,977,587.11","637,741"
,BKVDFF7,ORIC Pharmaceuticals Inc,ORIC,<0.01%,Biotechnology,US,---,"$32,889,228.00","2,740,769"
,BNTCBL5,NextNav Inc,NN,<0.01%,Application Software,US,---,"$32,693,661.00","2,286,270"
,BRTLBY3,Liberty Broadband Corp,LBRDA,<0.01%,Cable & Satellite,US,---,"$32,690,186.04","516,188"
,B3PY1N7,RLJ Lodging Trust,RLJ,<0.01%,Hotel & Resort REITs,US,---,"$32,654,275.20","4,535,316"
,B1Q1RR9,Employers Holdings Inc,EIG,<0.01%,Property & Casualty Insurance,US,---,"$32,650,128.00","768,600"
,2845005,Stepan Co,SCL,<0.01%,Specialty Chemicals,US,---,"$32,570,514.00","682,820"
,BLNB9R6,Nuvation Bio Inc,NUVB,<0.01%,Pharmaceuticals,US,---,"$32,426,774.10","8,763,993"
,BDFFBM9,Origin Bancorp Inc,OBK,<0.01%,Regional Banks,US,---,"$32,311,341.36","936,018"
,BPY03W3,Global Business Travel Group I,GBTG,<0.01%,"Hotels, Resorts & Cruise Lines",US,---,"$32,099,916.96","3,972,762"
,BP9S504,Two Harbors Investment Corp,TWO,<0.01%,Mortgage REITs,US,---,"$32,079,286.47","3,250,181"
,BS70KN1,Worthington Steel Inc,WS,<0.01%,Steel,US,---,"$32,047,045.14","1,054,526"
,BMHSG57,Smartstop Self Storage REIT Inc,SMA,<0.01%,Self-Storage REITs,US,---,"$32,033,936.04","851,061"
,BDCD1P9,Limbach Holdings Inc,LMB,<0.01%,Construction & Engineering,US,---,"$31,881,485.28","328,269"
,2379281,Gorman-Rupp Co/The,GRC,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$31,808,810.67","685,387"
,2679419,Peoples Bancorp Inc/OH,PEBO,<0.01%,Regional Banks,US,---,"$31,663,651.93","1,055,807"
,B5T0CW1,Anywhere Real Estate Inc,HOUS,<0.01%,Real Estate Services,US,---,"$31,655,289.12","2,989,168"
,2958538,Safety Insurance Group Inc,SAFT,<0.01%,Property & Casualty Insurance,US,---,"$31,594,117.91","446,939"
,2946845,Weis Markets Inc,WMK,<0.01%,Food Retail,US,---,"$31,580,324.83","439,409"
,BPSKN52,Amprius Technologies Inc,AMPX,<0.01%,Electrical Components & Equipment,US,---,"$31,456,861.92","2,990,196"
,2460550,Ingles Markets Inc,IMKTA,<0.01%,Food Retail,US,---,"$31,452,806.08","452,168"
,BN47P80,Centerspace,CSR,<0.01%,Multi-Family Residential REITs,US,---,"$31,373,968.50","532,665"
,BMYSHK2,Orchid Island Capital Inc,ORC,<0.01%,Mortgage REITs,US,---,"$31,265,013.59","4,460,059"
,B15M2C3,Allegiant Travel Co,ALGT,<0.01%,Passenger Airlines,US,---,"$31,213,538.18","513,634"
,BP7L3L2,Integral Ad Science Holding Corp,IAS,<0.01%,Advertising,US,---,"$31,186,803.33","3,066,549"
,BNV0HC0,Root Inc/OH,ROOT,<0.01%,Property & Casualty Insurance,US,---,"$31,158,789.04","348,104"
,2598246,NeoGenomics Inc,NEO,<0.01%,Health Care Services,US,---,"$31,147,968.92","4,034,711"
,B1YWQK0,PROS Holdings Inc,PRO,<0.01%,Application Software,US,---,"$31,060,003.40","1,355,740"
,BN13RW9,Chimera Investment Corp,CIM,<0.01%,Mortgage REITs,US,---,"$31,035,258.78","2,347,599"
,BM8FWX7,Immunome Inc,IMNM,<0.01%,Biotechnology,US,---,"$31,020,024.20","2,649,020"
,2231091,Cracker Barrel Old Country Store Inc,CBRL,<0.01%,Restaurants,US,---,"$30,998,016.46","703,541"
,2369721,G-III Apparel Group Ltd,GIII,<0.01%,"Apparel, Accessories & Luxury Goods",US,---,"$30,641,015.85","1,151,485"
,2589466,Middlesex Water Co,MSEX,<0.01%,Water Utilities,US,---,"$30,618,173.52","565,746"
,2125901,OceanFirst Financial Corp,OCFC,<0.01%,Regional Banks,US,---,"$30,495,880.03","1,735,679"
,BNFWZS4,Amphastar Pharmaceuticals Inc,AMPH,<0.01%,Pharmaceuticals,US,---,"$30,477,233.15","1,143,611"
,2412700,Enviri Corp,NVRI,<0.01%,Environmental & Facilities Services,US,---,"$30,458,423.79","2,400,191"
,2836292,STAAR Surgical Co,STAA,<0.01%,Health Care Supplies,US,---,"$30,408,160.99","1,131,677"
,BKBDP79,RealReal Inc/The,REAL,<0.01%,Apparel Retail,US,---,"$30,334,416.43","2,853,661"
,BRCFFK6,Upstream Bio Inc,UPB,<0.01%,Biotechnology,US,---,"$30,319,180.65","1,611,865"
,BNKCPP6,Sprinklr Inc,CXM,<0.01%,Application Software,US,---,"$30,266,445.28","3,920,524"
,BJBLT85,Red Cat Holdings Inc,RCAT,<0.01%,Electronic Equipment & Instruments,US,---,"$30,139,375.95","2,912,017"
,BMZM2X1,MFA Financial Inc,MFA,<0.01%,Mortgage REITs,US,---,"$30,129,966.40","3,278,560"
,2980939,Carter's Inc,CRI,<0.01%,"Apparel, Accessories & Luxury Goods",US,---,"$30,110,852.88","1,067,004"
,BG0ZML1,BrightView Holdings Inc,BV,<0.01%,Environmental & Facilities Services,US,---,"$30,103,394.80","2,246,522"
,2030674,American Woodmark Corp,AMWD,<0.01%,Building Products,US,---,"$29,864,618.68","447,343"
,BKRN595,Diversified Healthcare Trust,DHC,<0.01%,Health Care REITs,US,---,"$29,864,096.64","6,771,904"
,B3NTLD4,American Assets Trust Inc,AAT,<0.01%,Diversified REITs,US,---,"$29,832,950.24","1,468,157"
,BX8ZSB4,Edgewell Personal Care Co,EPC,<0.01%,Personal Care Products,US,---,"$29,823,470.52","1,464,807"
,2413071,Heidrick & Struggles International Inc,HSII,<0.01%,Human Resource & Employment Services,US,---,"$29,778,237.09","598,317"
,2341848,1st Source Corp,SRCE,<0.01%,Regional Banks,US,---,"$29,752,440.48","483,308"
,BDH2902,eXp World Holdings Inc,EXPI,<0.01%,Real Estate Services,US,---,"$29,655,672.28","2,781,958"
,BYLY8H1,Evolent Health Inc,EVH,<0.01%,Health Care Technology,US,---,"$29,527,362.72","3,490,232"
,2658429,Old Second Bancorp Inc,OSBC,<0.01%,Regional Banks,US,---,"$29,517,750.07","1,707,709"
,BTTRRD6,Easterly Government Properties Inc,DEA,<0.01%,Office REITs,US,---,"$29,507,974.96","1,286,872"
,2037062,Helix Energy Solutions Group Inc,HLX,<0.01%,Oil & Gas Equipment & Services,US,---,"$29,503,495.04","4,497,484"
,2443078,Encore Capital Group Inc,ECPG,<0.01%,Consumer Finance,US,---,"$29,498,325.84","706,716"
,2248693,Integra LifeSciences Holdings Corp,IART,<0.01%,Health Care Equipment,US,---,"$29,392,678.57","2,051,129"
,BKDRF35,AdaptHealth Corp,AHCO,<0.01%,Health Care Distributors,US,---,"$29,062,789.05","3,247,239"
,BLCB610,Montrose Environmental Group Inc,MEG,<0.01%,Environmental & Facilities Services,US,---,"$29,061,604.50","1,058,325"
,B8JFD24,Gentherm Inc,THRM,<0.01%,Automotive Parts & Equipment,US,---,"$28,926,068.08","849,268"
,BMGS7L1,EyePoint Pharmaceuticals Inc,EYPT,<0.01%,Pharmaceuticals,US,---,"$28,853,401.28","2,026,222"
,BL0P090,Driven Brands Holdings Inc,DRVN,<0.01%,Specialized Consumer Services,US,---,"$28,841,684.67","1,790,297"
,BM8NHT2,Ecovyst Inc,ECVT,<0.01%,Specialty Chemicals,US,---,"$28,811,324.64","3,288,964"
,2972721,Winnebago Industries Inc,WGO,<0.01%,Automobile Manufacturers,US,---,"$28,759,871.36","860,044"
,BFMQPR2,Cannae Holdings Inc,CNNE,<0.01%,Multi-Sector Holdings,US,---,"$28,755,781.76","1,570,496"
,BMFX8Y7,Janux Therapeutics Inc,JANX,<0.01%,Biotechnology,US,---,"$28,740,780.12","1,175,973"
,BDCBXH9,Camping World Holdings Inc,CWH,<0.01%,Automotive Retail,US,---,"$28,691,282.66","1,817,054"
,BDZT9Y9,Arcus Biosciences Inc,RCUS,<0.01%,Biotechnology,US,---,"$28,671,084.80","2,108,168"
,2706470,Community Trust Bancorp Inc,CTBI,<0.01%,Regional Banks,US,---,"$28,646,344.05","511,999"
,BJH9ZN0,Trevi Therapeutics Inc,TRVI,<0.01%,Pharmaceuticals,US,---,"$28,574,196.45","3,122,863"
,BCRY5K3,Fox Factory Holding Corp,FOXF,<0.01%,Automotive Parts & Equipment,US,---,"$28,442,472.66","1,170,954"
,2838306,Standard Motor Products Inc,SMP,<0.01%,Automotive Parts & Equipment,US,---,"$28,305,730.96","693,428"
,2208426,Cohu Inc,COHU,<0.01%,Semiconductor Materials & Equipment,US,---,"$28,296,269.84","1,391,848"
,BR3T9B6,Rapport Therapeutics Inc,RAPP,<0.01%,Pharmaceuticals,US,---,"$28,018,861.20","943,396"
,BQBBDY8,Spyre Therapeutics Inc,SYRE,<0.01%,Biotechnology,US,---,"$27,972,138.32","1,668,982"
,BN14T59,Franklin BSP Realty Trust Inc,FBRT,<0.01%,Mortgage REITs,US,---,"$27,901,935.54","2,569,239"
,B3N6F00,Thermon Group Holdings Inc,THR,<0.01%,Electrical Components & Equipment,US,---,"$27,811,191.36","1,040,838"
,BMFD115,Enliven Therapeutics Inc,ELVN,<0.01%,Pharmaceuticals,US,---,"$27,733,697.62","1,354,846"
,BMFPHK2,ThredUp Inc,TDUP,<0.01%,Apparel Retail,US,---,"$27,534,190.95","2,913,671"
,2636878,NPK International Inc,NPKI,<0.01%,Trading Companies & Distributors,US,---,"$27,514,775.73","2,432,783"
,B298495,Kennedy-Wilson Holdings Inc,KW,<0.01%,Real Estate Operating Companies,US,---,"$27,442,072.32","3,298,326"
,BMBT0Z4,Bristow Group Inc,VTOL,<0.01%,Oil & Gas Equipment & Services,US,---,"$27,428,845.84","760,223"
,BRJW0G1,GCI LIBERTY INC-CL C,GLIBK,<0.01%,Integrated Telecommunication Services,US,---,"$27,401,500.32","735,216"
,BD8ZJW2,Yext Inc,YEXT,<0.01%,Application Software,US,---,"$27,313,961.28","3,205,864"
,BYVN953,Schneider National Inc,SNDR,<0.01%,Cargo Ground Transportation,US,---,"$27,283,280.80","1,289,380"
,2688363,NETGEAR Inc,NTGR,<0.01%,Communications Equipment,US,---,"$27,188,878.58","839,422"
,2786687,Seaboard Corp,SEB,<0.01%,Packaged Foods & Meats,US,---,"$27,162,856.00","7,448"
,BNM5672,Hertz Global Holdings Inc,HTZ,<0.01%,Passenger Ground Transportation,US,---,"$27,143,893.20","3,991,749"
,2782425,PDF Solutions Inc,PDFS,<0.01%,Semiconductor Materials & Equipment,US,---,"$27,129,409.66","1,050,713"
,BJ1FD74,Revolve Group Inc,RVLV,<0.01%,Apparel Retail,US,---,"$27,036,601.20","1,269,324"
,BN2R582,Relay Therapeutics Inc,RLAY,<0.01%,Biotechnology,US,---,"$26,990,881.74","5,170,667"
,2690636,Univest Financial Corp,UVSP,<0.01%,Regional Banks,US,---,"$26,856,102.14","894,607"
,2925037,Unitil Corp,UTL,<0.01%,Multi-Utilities,US,---,"$26,820,600.42","560,397"
,BSNMCG8,Uniti Group Inc,UNIT,<0.01%,Integrated Telecommunication Services,US,---,"$26,813,464.20","4,381,285"
,2767756,ScanSource Inc,SCSC,<0.01%,Technology Distributors,US,---,"$26,776,009.16","608,684"
,BLP5GX1,Navient Corp,NAVI,<0.01%,Consumer Finance,US,---,"$26,749,993.00","2,034,220"
,BSPRSL8,Innovex International Inc,INVX,<0.01%,Oil & Gas Equipment & Services,US,---,"$26,717,549.04","1,441,076"
,2638625,National Beverage Corp,FIZZ,<0.01%,Soft Drinks & Non-alcoholic Beverages,US,---,"$26,716,271.92","723,626"
,2260363,Deluxe Corp,DLX,<0.01%,Commercial Printing,US,---,"$26,684,856.00","1,378,350"
,2254010,Daktronics Inc,DAKT,<0.01%,Electronic Equipment & Instruments,US,---,"$26,465,138.88","1,265,064"
,2370381,Geron Corp,GERN,<0.01%,Biotechnology,US,---,"$26,349,768.96","19,233,408"
,B095X84,TreeHouse Foods Inc,THS,<0.01%,Packaged Foods & Meats,US,---,"$26,291,249.63","1,300,903"
,2619880,Heritage Financial Corp/WA,HFWA,<0.01%,Regional Banks,US,---,"$26,281,128.74","1,086,446"
,BGCYWN8,Xencor Inc,XNCR,<0.01%,Biotechnology,US,---,"$26,260,056.57","2,238,709"
,BMDBB99,Safehold Inc,SAFE,<0.01%,Other Specialized REITs,US,---,"$26,241,035.87","1,694,063"
,2046176,Apogee Enterprises Inc,APOG,<0.01%,Building Products,US,---,"$26,165,571.37","600,541"
,BL9X5X4,Jamf Holding Corp,JAMF,<0.01%,Application Software,US,---,"$26,161,286.00","2,444,980"
,BPCQZY9,Zymeworks Inc,ZYME,<0.01%,Biotechnology,US,---,"$26,154,621.08","1,531,301"
,2096977,Aehr Test Systems,AEHR,<0.01%,Semiconductor Materials & Equipment,US,---,"$26,154,208.42","868,622"
,B3B5J07,Energy Recovery Inc,ERII,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$26,126,198.52","1,694,306"
,B034L50,Build-A-Bear Workshop Inc,BBW,<0.01%,Other Specialty Retail,US,---,"$26,115,626.85","400,485"
,BL989M6,Utz Brands Inc,UTZ,<0.01%,Packaged Foods & Meats,US,---,"$26,069,854.05","2,145,667"
,B016HX8,First Mid Bancshares Inc,FMBH,<0.01%,Regional Banks,US,---,"$26,022,840.28","686,981"
,BLPHWK6,ODP Corp/The,ODP,<0.01%,Other Specialty Retail,US,---,"$25,981,571.35","932,911"
,B01KGF5,Pursuit Attractions and Hospitality Inc,PRSU,<0.01%,Leisure Facilities,US,---,"$25,949,453.76","717,232"
,B3PGPB9,QuinStreet Inc,QNST,<0.01%,Interactive Media & Services,US,---,"$25,929,034.95","1,676,085"
,BMXWYR1,Embecta Corp,EMBC,<0.01%,Health Care Supplies,US,---,"$25,926,109.08","1,837,428"
,2063670,REX American Resources Corp,REX,<0.01%,Oil & Gas Refining & Marketing,US,---,"$25,841,320.32","843,936"
,2888613,Tompkins Financial Corp,TMP,<0.01%,Regional Banks,US,---,"$25,787,537.01","389,481"
,BMV1Z44,Amplitude Inc,AMPL,<0.01%,Application Software,US,---,"$25,785,341.28","2,405,349"
,B0539H3,Herbalife Ltd,HLF,<0.01%,Personal Care Products,US,---,"$25,676,893.84","3,042,286"
,BP8K987,Blend Labs Inc,BLND,<0.01%,Application Software,US,---,"$25,657,357.45","7,029,413"
,BF3W461,Tandem Diabetes Care Inc,TNDM,<0.01%,Health Care Equipment,US,---,"$25,530,007.24","2,102,966"
,BL95N25,Phibro Animal Health Corp,PAHC,<0.01%,Pharmaceuticals,US,---,"$25,428,058.04","628,474"
,2485876,Southside Bancshares Inc,SBSI,<0.01%,Regional Banks,US,---,"$25,419,208.75","899,795"
,B6YVN56,Power Solutions International Inc,PSIX,<0.01%,Heavy Electrical Equipment,US,---,"$25,293,516.18","257,519"
,BSPRWL6,Beta Bionics Inc,BBNX,<0.01%,Health Care Equipment,US,---,"$25,047,049.02","1,260,546"
,2202763,Compass Minerals International Inc,CMP,<0.01%,Diversified Metals & Mining,US,---,"$24,994,156.80","1,301,779"
,2918996,Array Digital Infrastructure Inc,AD,<0.01%,Wireless Telecommunication Services,US,---,"$24,887,026.41","497,641"
,BF43645,Plymouth Industrial REIT Inc,PLYM,<0.01%,Industrial REITs,US,---,"$24,876,178.25","1,114,025"
,BP2P6L0,Tango Therapeutics Inc,TNGX,<0.01%,Biotechnology,US,---,"$24,838,077.60","2,956,914"
,BZ07DS4,Cable One Inc,CABO,<0.01%,Cable & Satellite,US,---,"$24,790,186.90","140,018"
,BDBRDR8,Metropolitan Bank Holding Corp,MCB,<0.01%,Regional Banks,US,---,"$24,757,713.54","330,897"
,BNV0RQ4,Aris Water Solutions Inc,ARIS,<0.01%,Oil & Gas Equipment & Services,US,---,"$24,721,945.92","1,002,512"
,BQ1PC32,Burke & Herbert Financial Services Corp,BHRB,<0.01%,Regional Banks,US,---,"$24,511,287.70","397,330"
,2230946,Central Pacific Financial Corp,CPF,<0.01%,Regional Banks,US,---,"$24,498,821.84","807,476"
,BKTC976,Pennant Group Inc/The,PNTG,<0.01%,Health Care Services,US,---,"$24,481,407.08","970,714"
,BTJZB05,Forward Air Corp,FWRD,<0.01%,Air Freight & Logistics,US,---,"$24,361,717.80","950,145"
,2949316,Horizon Bancorp Inc/IN,HBNC,<0.01%,Regional Banks,US,---,"$24,215,605.30","1,512,530"
,BP3YM74,CareDx Inc,CDNA,<0.01%,Biotechnology,US,---,"$24,193,164.16","1,663,904"
,BPLJ828,ADTRAN Holdings Inc,ADTN,<0.01%,Communications Equipment,US,---,"$24,190,044.48","2,578,896"
,B1Z3TW5,MiMedx Group Inc,MDXG,<0.01%,Biotechnology,US,---,"$24,108,438.38","3,453,931"
,BL6JGD2,Atlas Energy Solutions Inc,AESI,<0.01%,Oil & Gas Equipment & Services,US,---,"$24,091,131.21","2,118,833"
,BT6CC17,Legence Corp,LGN,<0.01%,Construction & Engineering,US,---,"$24,048,375.78","780,538"
,2730877,Redwood Trust Inc,RWT,<0.01%,Mortgage REITs,US,---,"$24,046,854.30","4,153,170"
,BMDTR28,First Watch Restaurant Group Inc,FWRG,<0.01%,Restaurants,US,---,"$24,002,645.44","1,534,696"
,BRXYZ57,Fortrea Holdings Inc,FTRE,<0.01%,Life Sciences Tools & Services,US,---,"$23,870,632.64","2,834,992"
,BYZD465,Kura Oncology Inc,KURA,<0.01%,Biotechnology,US,---,"$23,836,059.00","2,693,340"
,BDF9YM2,Under Armour Inc,UA,<0.01%,"Apparel, Accessories & Luxury Goods",US,---,"$23,827,143.48","4,933,156"
,BMQ89L5,Sweetgreen Inc,SG,<0.01%,Restaurants,US,---,"$23,785,626.90","2,980,655"
,B0PPHS6,AMERISAFE Inc,AMSF,<0.01%,Property & Casualty Insurance,US,---,"$23,726,164.16","541,199"
,B1LDZK9,Great Lakes Dredge & Dock Corp,GLDD,<0.01%,Construction & Engineering,US,---,"$23,629,556.28","1,970,772"
,BYXHTC0,Cars.com Inc,CARS,<0.01%,Interactive Media & Services,US,---,"$23,599,532.84","1,931,222"
,B7254K9,Axogen Inc,AXGN,<0.01%,Health Care Equipment,US,---,"$23,597,984.88","1,322,757"
,BF2G4D1,I3 Verticals Inc,IIIV,<0.01%,Application Software,US,---,"$23,506,493.28","724,168"
,2813552,AMN Healthcare Services Inc,AMN,<0.01%,Health Care Services,US,---,"$23,350,734.88","1,206,133"
